filiere,puismaxinstallee
Hydraulique,470.0
Solaire,90.0
Solaire,96.0
Solaire,213.0
Eolien,11500.0
Solaire,90.0
Solaire,90.0
Hydraulique,370.0
Solaire,94.4
Solaire,45.42
Solaire,115.58
Solaire,131.04
Solaire,37.0
Solaire,240.0
Solaire,151.91
Solaire,97.73
Solaire,57.82
Solaire,58.0
Solaire,250.0
Solaire,250.0
Solaire,149.0
Solaire,83.0
Solaire,109.0
Solaire,96.0
Hydraulique,193.0
Hydraulique,400.0
Hydraulique,890.0
Solaire,202.0
Solaire,82.8
Solaire,122.99
Solaire,185.12
Solaire,90.0
Solaire,42.58
Solaire,44.05
Solaire,99.0
Solaire,92.0
Solaire,173.5
Solaire,130.0
Solaire,75.0
Solaire,60.0
Solaire,147.83
Solaire,35.2
Hydraulique,15200.0
Solaire,56.56
Hydraulique,1000.0
Solaire,59.62
Solaire,83.0
Hydraulique,1000.0
Solaire,109.0
Solaire,102.31
Hydraulique,400.0
Solaire,56.1
Solaire,116.15
Solaire,90.0
Solaire,96.0
Solaire,66.0
Solaire,210.0
Solaire,96.0
Solaire,91.98
Solaire,89.0
Solaire,147.68
Solaire,66.36
Solaire,83.0
Solaire,209.97
Solaire,48.36
Solaire,97.0
Solaire,96.0
Solaire,207.23
Solaire,563.31
Solaire,55.0
Solaire,94.81
Solaire,84.0
Solaire,84.0
Solaire,185.2
Solaire,93.3
Solaire,88.56
Solaire,82.2
Solaire,99.88
Solaire,128.3
Hydraulique,499.0
Solaire,61.51
Solaire,57.92
Solaire,137.6
Solaire,69.1
Solaire,36.3
Solaire,359.44
Hydraulique,1300.0
Solaire,240.0
Solaire,110.05
Solaire,226.0
Solaire,90.0
Solaire,986.0
Hydraulique,124.0
Hydraulique,400.0
Solaire,99.0
Hydraulique,
Solaire,66.0
Solaire,118.66
Hydraulique,80.0
Solaire,91.9
Solaire,126.0
Solaire,98.0
Solaire,90.0
Solaire,153.33
Hydraulique,200.0
Solaire,96.0
Solaire,90.0
Solaire,90.0
Solaire,200.82
Solaire,100.0
Solaire,100.0
Solaire,130.0
Solaire,353.69
Hydraulique,400.0
Hydraulique,460.0
Solaire,170.0
Solaire,51.0
Solaire,54.0
Solaire,83.0
Solaire,90.0
Solaire,37.0
Solaire,172.42
Solaire,55.0
Solaire,51.25
Solaire,165.49
Solaire,142.43
Solaire,84.0
Solaire,220.0
Solaire,157.28
Solaire,210.0
Solaire,84.0
Solaire,80.23
Solaire,169.98
Solaire,73.48
Solaire,39.8
Solaire,200.99
Solaire,57.2
Solaire,95.0
Solaire,72.61
Solaire,87.0
Solaire,94.0
Solaire,94.0
Solaire,100.0
Solaire,167.0
Solaire,29.55
Solaire,31.8
Hydraulique,800.0
Solaire,109.67
Solaire,60.76
Solaire,36.1
Solaire,99.75
Eolien,11750.0
Solaire,223.0
Solaire,96.0
Solaire,94.0
Solaire,220.0
Solaire,93.0
Hydraulique,220.0
Solaire,83.0
Solaire,88.0
Solaire,99.0
Bioénergies,250.0
Solaire,100.0
Solaire,100.0
Solaire,82.8
Solaire,60.0
Solaire,150.0
Solaire,99.75
Hydraulique,100.0
Solaire,83.0
Solaire,83.0
Solaire,83.0
Solaire,99.0
Solaire,99.0
Solaire,58.0
Eolien,10000.0
Eolien,12000.0
Eolien,6000.0
Solaire,100.0
Solaire,40.5
Bioénergies,250.0
Solaire,83.0
Solaire,86.0
Solaire,82.8
Solaire,68.0
Solaire,117.0
Eolien,8000.0
Solaire,93.0
Eolien,6000.0
Eolien,2400.0
Solaire,70.36
Hydraulique,380.0
Solaire,82.8
Hydraulique,460.0
Solaire,72.0
Solaire,119.0
Solaire,100.0
Solaire,89.94
Solaire,82.0
Hydraulique,454.2
Solaire,86.0
Solaire,92.0
Eolien,2400.0
Solaire,100.0
Hydraulique,120.0
Eolien,2400.0
Eolien,12500.0
Eolien,15000.0
Bioénergies,250.0
Solaire,53.7
Hydraulique,750.0
Thermique non renouvelable,2012.0
Thermique non renouvelable,4395.0
Solaire,322.63
Solaire,84.0
Eolien,10000.0
Eolien,11750.0
Hydraulique,550.0
Solaire,88.0
Solaire,121.54
Solaire,99.0
Solaire,83.0
Solaire,82.8
Solaire,82.8
Solaire,90.0
Bioénergies,150.0
Solaire,82.8
Eolien,12000.0
Solaire,86.0
Solaire,82.8
Hydraulique,450.0
Solaire,83.0
Hydraulique,510.0
Solaire,250.0
Solaire,74.65
Solaire,99.9
Solaire,250.0
Solaire,87.0
Eolien,10000.0
Solaire,82.8
Solaire,86.0
Bioénergies,943.0
Bioénergies,537.0
Bioénergies,76.5
Bioénergies,244.0
Eolien,7200.0
Solaire,82.8
Solaire,100.0
Solaire,100.0
Solaire,73.0
Thermique non renouvelable,7428.0
Solaire,70.0
Solaire,33.26
Solaire,39.42
Solaire,82.8
Solaire,88.3
Bioénergies,250.0
Thermique non renouvelable,1000.0
Solaire,86.5
Solaire,82.8
Solaire,67.0
Solaire,86.0
Bioénergies,250.0
Bioénergies,195.0
Bioénergies,250.0
Solaire,82.0
Solaire,83.0
Solaire,35.0
Solaire,82.0
Solaire,93.0
Solaire,100.0
Solaire,30.8
Solaire,85.0
Solaire,100.0
Solaire,82.8
Solaire,82.8
Solaire,83.0
Solaire,121.8
Solaire,83.0
Solaire,80.0
Solaire,84.0
Solaire,83.0
Solaire,83.0
Solaire,82.8
Solaire,84.0
Bioénergies,668.0
Solaire,85.0
Solaire,40.0
Solaire,84.0
Eolien,12000.0
Eolien,8000.0
Solaire,121.1
Bioénergies,250.0
Solaire,86.0
Solaire,120.0
Solaire,86.0
Solaire,57.0
Eolien,16950.0
Bioénergies,195.0
Hydraulique,
Bioénergies,218.0
Hydraulique,808000.0
Eolien,11750.0
Eolien,16950.0
Eolien,15000.0
Solaire,86.0
Solaire,90.0
Solaire,
Solaire,240.0
Solaire,85.0
Solaire,233.0
Solaire,85.0
Solaire,85.0
Solaire,49.37
Solaire,32.2
Hydraulique,509.0
Hydraulique,130.0
Solaire,100.0
Solaire,117.0
Solaire,82.8
Solaire,156.0
Bioénergies,195.0
Solaire,82.8
Solaire,70.5
Eolien,7260.0
Solaire,86.0
Solaire,90.0
Solaire,86.0
Solaire,82.8
Solaire,55.0
Solaire,86.0
Solaire,100.0
Solaire,29.6
Solaire,30.87
Solaire,33.3
Solaire,127.0
Solaire,82.8
Thermique non renouvelable,7428.0
Eolien,9000.0
Eolien,9000.0
Eolien,11025.0
Eolien,16500.0
Solaire,90.0
Solaire,250.0
Solaire,87.0
Solaire,83.0
Solaire,100.0
Solaire,52.09
Solaire,43.9
Bioénergies,500.0
Solaire,249.0
Solaire,166.0
Bioénergies,340.0
Eolien,10000.0
Eolien,12000.0
Eolien,10000.0
Eolien,13800.0
Eolien,10250.0
Eolien,8200.0
Solaire,80.98
Hydraulique,400.0
Solaire,100.0
Thermique non renouvelable,7428.0
Solaire,26.9
Eolien,9000.0
Solaire,89.0
Hydraulique,1170.0
Solaire,77.7
Solaire,99.99
Solaire,249.0
Eolien,9000.0
Solaire,83.0
Bioénergies,350.0
Bioénergies,350.0
Bioénergies,326.0
Bioénergies,250.0
Bioénergies,250.0
Bioénergies,250.0
Solaire,84.0
Solaire,63.84
Eolien,9900.0
Solaire,83.0
Solaire,82.8
Solaire,208.2
Solaire,83.0
Solaire,82.8
Eolien,10250.0
Eolien,10250.0
Solaire,82.8
Eolien,13000.0
Eolien,13000.0
Eolien,10350.0
Eolien,10350.0
Eolien,6900.0
Solaire,83.0
Solaire,152.0
Solaire,118.0
Solaire,232.0
Bioénergies,250.0
Eolien,8000.0
Bioénergies,499.0
Eolien,12000.0
Solaire,99.0
Solaire,92.46
Solaire,117.0
Solaire,100.0
Solaire,85.0
Bioénergies,330.0
Solaire,85.0
Solaire,125.0
Solaire,103.11
Solaire,99.0
Thermique non renouvelable,4160.0
Solaire,248.4
Eolien,16000.0
Solaire,245.0
Solaire,86.5
Solaire,112.0
Solaire,83.0
Solaire,112.0
Solaire,73.86
Hydraulique,70.0
Solaire,89.0
Solaire,52.0
Solaire,141.0
Solaire,52.0
Solaire,82.8
Eolien,10000.0
Eolien,8200.0
Eolien,10250.0
Solaire,96.37
Solaire,83.0
Solaire,28.2
Bioénergies,250.0
Solaire,84.0
Solaire,82.8
Solaire,82.8
Solaire,83.0
Solaire,128.0
Solaire,120.0
Solaire,86.0
Solaire,82.8
Solaire,82.8
Solaire,82.8
Solaire,90.0
Eolien,8000.0
Solaire,41.48
Bioénergies,195.0
Bioénergies,220.0
Eolien,9000.0
Eolien,9000.0
Solaire,249.0
Eolien,6000.0
Solaire,48.0
Solaire,82.8
Eolien,10000.0
Eolien,10000.0
Eolien,10000.0
Solaire,248.4
Eolien,6000.0
Solaire,82.8
Solaire,160.0
Eolien,9700.0
Solaire,82.8
Eolien,13300.0
Eolien,15000.0
Solaire,46.4
Solaire,86.0
Solaire,32.7
Bioénergies,946.0
Hydraulique,75.0
Solaire,80.25
Solaire,99.99
Solaire,82.8
Thermique non renouvelable,7428.0
Solaire,45.0
Solaire,544.0
Thermique non renouvelable,7428.0
Solaire,82.8
Solaire,99.0
Solaire,70.8
Solaire,107.4
Hydraulique,500.0
Hydraulique,55.0
Hydraulique,34000.0
Solaire,90.0
Solaire,92.0
Hydraulique,125.0
Solaire,89.11
Solaire,90.0
Solaire,90.0
Solaire,113.0
Hydraulique,499.0
Solaire,100.0
Hydraulique,
Solaire,89.11
Solaire,100.0
Solaire,100.0
Solaire,80.0
Solaire,99.0
Solaire,90.0
Solaire,75.1
Solaire,90.0
Solaire,99.0
Solaire,88.0
Solaire,99.0
Solaire,132.0
Solaire,90.0
Solaire,90.0
Solaire,90.0
Hydraulique,104000.0
Hydraulique,43800.0
Hydraulique,218.0
Hydraulique,3200.0
Hydraulique,3290.0
Hydraulique,54860.0
Hydraulique,35330.0
Hydraulique,26600.0
Solaire,90.0
Hydraulique,6100.0
Hydraulique,293.0
Solaire,95.0
Solaire,102.0
Solaire,192.0
Solaire,1003.0
Solaire,90.0
Solaire,86.63
Solaire,325.0
Solaire,248.0
Hydraulique,400.0
Hydraulique,300.0
Solaire,98.0
Solaire,126.0
Solaire,323.24
Solaire,90.0
Solaire,90.0
Solaire,51.15
Hydraulique,150.0
Hydraulique,104.0
Solaire,54.5
Hydraulique,170.0
Solaire,182.0
Solaire,183.0
Solaire,87.0
Hydraulique,80.0
Hydraulique,5960.0
Solaire,83.88
Solaire,99.9
Solaire,150.0
Solaire,95.0
Solaire,2000.0
Solaire,88.0
Solaire,80.0
Solaire,99.9
Solaire,89.38
Solaire,119.21
Hydraulique,8000.0
Solaire,99.6
Solaire,246.0
Hydraulique,9000.0
Solaire,61.7
Solaire,189.82
Hydraulique,400.0
Hydraulique,3800.0
Hydraulique,3800.0
Solaire,90.0
Solaire,100.64
Solaire,70.0
Solaire,45.0
Solaire,120.0
Solaire,217.0
Solaire,96.0
Solaire,88.67
Solaire,170.4
Solaire,298.9
Solaire,83.0
Solaire,83.0
Solaire,46.4
Solaire,87.0
Solaire,90.0
Hydraulique,4000.0
Solaire,83.0
Solaire,90.0
Hydraulique,720.0
Solaire,466.0
Solaire,74.93
Solaire,41.0
Solaire,35.1
Solaire,8532.0
Solaire,165.4
Solaire,61.1
Solaire,147.0
Solaire,87.0
Solaire,105.35
Hydraulique,325.0
Hydraulique,230.0
Solaire,100.0
Solaire,129.41
Solaire,90.0
Solaire,58.3
Hydraulique,596.0
Solaire,175.0
Solaire,240.0
Solaire,90.0
Hydraulique,38000.0
Solaire,90.0
Hydraulique,339.0
Hydraulique,70.0
Hydraulique,65.0
Hydraulique,4900.0
Hydraulique,900.0
Solaire,134.62
Solaire,96.64
Solaire,42.7
Solaire,75.0
Solaire,104.0
Solaire,104.0
Solaire,155.56
Solaire,111.0
Solaire,45.0
Solaire,87.0
Solaire,37.55
Solaire,240.0
Solaire,167.0
Solaire,50.26
Hydraulique,110.0
Solaire,
Solaire,121.0
Hydraulique,93300.0
Hydraulique,118.0
Solaire,71.3
Solaire,58.0
Solaire,90.0
Hydraulique,500.0
Hydraulique,4000.0
Hydraulique,1126.0
Solaire,90.0
Solaire,85.0
Solaire,344.8
Solaire,621.6
Solaire,70.0
Solaire,216.0
Solaire,717.0
Solaire,198.0
Solaire,105.44
Solaire,378.0
Solaire,60.0
Solaire,136.54
Solaire,90.0
Solaire,103.0
Solaire,40.08
Solaire,117.24
Solaire,231.0
Solaire,162.0
Solaire,74.5
Solaire,76.0
Solaire,99.78
Solaire,92.5
Solaire,110.0
Solaire,90.0
Solaire,55.81
Solaire,87.0
Hydraulique,370.0
Solaire,97.9
Solaire,200.0
Solaire,132.0
Solaire,98.0
Solaire,316.66
Solaire,111.0
Solaire,148.0
Solaire,110.0
Solaire,
Solaire,99.9
Solaire,98.0
Solaire,90.0
Solaire,107.0
Bioénergies,819.0
Solaire,46.5
Solaire,99.0
Solaire,126.0
Solaire,90.0
Solaire,250.0
Hydraulique,380.0
Solaire,120.0
Hydraulique,500.0
Hydraulique,42000.0
Solaire,87.0
Solaire,90.0
Solaire,279.6
Solaire,178.0
Solaire,1665.0
Solaire,1665.0
Solaire,90.0
Solaire,1440.0
Solaire,1440.0
Solaire,197.68
Solaire,1665.0
Hydraulique,800.0
Hydraulique,450.0
Solaire,173.8
Solaire,87.0
Hydraulique,157.0
Hydraulique,350.0
Solaire,67.48
Hydraulique,150.0
Hydraulique,55.0
Hydraulique,517.0
Hydraulique,313.0
Hydraulique,1700.0
Solaire,122.28
Bioénergies,4000.0
Solaire,96.0
Solaire,118.0
Solaire,45.6
Hydraulique,455.0
Solaire,64.88
Hydraulique,400.0
Hydraulique,5000.0
Hydraulique,88800.0
Hydraulique,800.0
Hydraulique,160.0
Solaire,99.0
Solaire,90.0
Solaire,100.0
Solaire,99.9
Solaire,122.1
Solaire,100.0
Solaire,60.0
Solaire,78.0
Solaire,134.76
Solaire,82.8
Solaire,99.0
Solaire,198.0
Solaire,85.9
Solaire,134.0
Solaire,204.0
Solaire,90.0
Solaire,90.0
Solaire,96.0
Solaire,96.0
Solaire,99.9
Solaire,490.72
Solaire,83.0
Solaire,90.0
Solaire,338.5
Solaire,99.9
Solaire,99.9
Solaire,90.0
Solaire,85.0
Solaire,100.0
Solaire,91.0
Solaire,59.0
Solaire,240.0
Solaire,114.73
Solaire,99.0
Thermique non renouvelable,6860.0
Solaire,82.8
Solaire,98.0
Hydraulique,500.0
Hydraulique,1300.0
Hydraulique,2830.0
Hydraulique,68.0
Solaire,104.7
Hydraulique,116.0
Hydraulique,1200.0
Solaire,90.0
Solaire,128.0
Hydraulique,400.0
Solaire,90.0
Solaire,90.0
Hydraulique,
Hydraulique,400.0
Solaire,146.84
Hydraulique,567.0
Solaire,88.0
Hydraulique,480.0
Hydraulique,1100.0
Hydraulique,270.0
Hydraulique,765.0
Hydraulique,900.0
Solaire,87.0
Solaire,90.0
Solaire,99.0
Solaire,146.24
Solaire,138.0
Solaire,80.0
Solaire,80.0
Solaire,75.0
Solaire,77.36
Solaire,176.0
Hydraulique,7000.0
Hydraulique,9300.0
Solaire,61.85
Solaire,8000.0
Solaire,210.0
Solaire,61.84
Solaire,61.58
Solaire,90.0
Solaire,149.0
Solaire,55.0
Solaire,90.0
Solaire,99.36
Solaire,108.0
Solaire,90.0
Solaire,28.9
Hydraulique,4000.0
Hydraulique,750.0
Hydraulique,241.0
Hydraulique,397.0
Hydraulique,273.0
Hydraulique,110.0
Hydraulique,102.0
Solaire,200.0
Solaire,50.0
Solaire,90.0
Solaire,108.67
Hydraulique,490.0
Solaire,51.7
Solaire,142.73
Hydraulique,100.0
Thermique non renouvelable,1140.0
Solaire,662.0
Solaire,250.41
Hydraulique,98.0
Hydraulique,170.0
Hydraulique,480.0
Hydraulique,499.0
Hydraulique,500.0
Solaire,33.12
Hydraulique,1180.0
Solaire,90.0
Solaire,95.7
Solaire,90.0
Solaire,90.0
Solaire,129.0
Solaire,89.0
Solaire,74.41
Solaire,63.6
Solaire,2580.0
Solaire,34.7
Solaire,106.0
Solaire,98.0
Solaire,98.0
Solaire,87.0
Solaire,120.17
Solaire,99.0
Solaire,139.15
Solaire,539.826
Solaire,116.7
Solaire,150.48
Solaire,39.96
Solaire,109.2
Solaire,99.84
Solaire,99.96
Solaire,99.96
Solaire,99.25
Solaire,99.32
Hydraulique,620.0
Solaire,90.0
Solaire,38.0
Solaire,42.12
Solaire,239.0
Solaire,60.3
Solaire,89.04
Hydraulique,800.0
Solaire,49.56
Solaire,99.36
Hydraulique,620.0
Hydraulique,800.0
Solaire,99.71
Solaire,100.0
Solaire,37.8
Solaire,204.9
Solaire,99.0
Solaire,100.0
Solaire,72.45
Hydraulique,3696.0
Hydraulique,3600.0
Hydraulique,420.0
Hydraulique,290.0
Solaire,121.32
Hydraulique,28000.0
Hydraulique,340.0
Solaire,127.13
Hydraulique,1300.0
Hydraulique,1270.0
Hydraulique,635.0
Hydraulique,400.0
Solaire,87.0
Solaire,90.0
Solaire,70.04
Solaire,81.0
Solaire,159.16
Hydraulique,160.0
Solaire,99.75
Hydraulique,300.0
Hydraulique,390.0
Solaire,81.0
Solaire,57.0
Solaire,90.0
Solaire,204.93
Solaire,90.0
Solaire,40.38
Solaire,83.0
Solaire,165.0
Hydraulique,250.0
Hydraulique,486.0
Solaire,199.8
Solaire,138.5
Solaire,123.2
Solaire,152.71
Solaire,124.8
Solaire,231.386
Thermique non renouvelable,4400.0
Solaire,90.0
Solaire,96.98
Solaire,33.6
Solaire,82.0
Solaire,101.0
Solaire,132.6
Solaire,94.0
Solaire,104.0
Solaire,298.94
Solaire,99.9
Solaire,70.18
Solaire,99.0
Solaire,111.0
Solaire,99.9
Solaire,98.0
Hydraulique,650.0
Solaire,98.0
Solaire,151.03
Solaire,87.0
Solaire,120.0
Solaire,132.0
Solaire,87.0
Solaire,248.0
Solaire,90.0
Solaire,72.86
Solaire,77.0
Solaire,87.0
Eolien,9600.0
Solaire,225.0
Eolien,10350.0
Solaire,97.5
Solaire,36.48
Eolien,10000.0
Solaire,82.8
Solaire,99.9
Solaire,85.0
Solaire,100.0
Solaire,100.0
Solaire,108.0
Solaire,99.0
Hydraulique,485.0
Solaire,61.0
Solaire,99.0
Solaire,90.0
Bioénergies,
Solaire,43.9
Hydraulique,200.0
Solaire,82.8
Hydraulique,800.0
Solaire,
Solaire,38.8
Solaire,83.0
Solaire,169.0
Solaire,41.8
Hydraulique,400.0
Solaire,95.0
Eolien,9600.0
Hydraulique,373.0
Eolien,9600.0
Eolien,11000.0
Solaire,90.0
Solaire,99.76
Solaire,50.12
Hydraulique,292.0
Solaire,80.0
Solaire,40.63
Solaire,27.62
Solaire,73.77
Eolien,12000.0
Solaire,90.0
Eolien,10000.0
Eolien,15840.0
Eolien,6000.0
Solaire,90.0
Solaire,90.0
Eolien,12000.0
Solaire,85.0
Solaire,92.0
Solaire,231.0
Eolien,12000.0
Eolien,15840.0
Eolien,12000.0
Eolien,12000.0
Bioénergies,500.0
Solaire,69.3
Solaire,90.0
Solaire,29.88
Solaire,62.86
Thermique non renouvelable,5400.0
Stockage non hydraulique,
Solaire,85.0
Bioénergies,5700.0
Solaire,180.0
Eolien,12000.0
Solaire,205.0
Eolien,12000.0
Hydraulique,200.0
Solaire,77.0
Eolien,7500.0
Eolien,10000.0
Eolien,7500.0
Eolien,7500.0
Eolien,10000.0
Eolien,7500.0
Eolien,10000.0
Eolien,7500.0
Solaire,45.0
Eolien,7500.0
Solaire,83.0
Solaire,120.0
Stockage non hydraulique,
Eolien,6000.0
Solaire,82.8
Solaire,90.0
Solaire,41.8
Solaire,84.0
Solaire,160.0
Thermique non renouvelable,952.0
Solaire,30.3
Hydraulique,236.0
Solaire,90.0
Solaire,58.81
Solaire,86.4
Solaire,217.0
Hydraulique,400.0
Solaire,96.0
Eolien,13200.0
Solaire,85.0
Solaire,94.0
Solaire,99.0
Solaire,95.0
Solaire,95.0
Eolien,12000.0
Solaire,95.0
Eolien,12000.0
Solaire,135.0
Solaire,82.8
Solaire,81.8
Solaire,90.0
Eolien,9600.0
Eolien,10350.0
Solaire,95.0
Eolien,12300.0
Solaire,216.0
Eolien,8000.0
Solaire,76.5
Solaire,111.72
Solaire,188.0
Solaire,83.0
Solaire,111.04
Solaire,82.8
Hydraulique,360.0
Solaire,96.0
Solaire,96.0
Solaire,50.0
Solaire,122.5
Solaire,250.0
Solaire,83.0
Solaire,96.0
Eolien,12000.0
Eolien,13800.0
Solaire,91.0
Eolien,12000.0
Solaire,63.0
Eolien,13800.0
Solaire,150.0
Eolien,13800.0
Bioénergies,3300.0
Solaire,82.8
Bioénergies,1330.0
Solaire,51.0
Hydraulique,477.0
Solaire,90.0
Solaire,82.8
Solaire,82.8
Solaire,82.8
Solaire,82.8
Bioénergies,80.0
Solaire,14000.0
Solaire,95.0
Solaire,55.74
Solaire,117.2
Solaire,90.0
Eolien,10000.0
Solaire,90.0
Solaire,144.0
Hydraulique,185.0
Hydraulique,380.0
Eolien,2400.0
Eolien,12100.0
Eolien,10000.0
Bioénergies,190.0
Solaire,77.0
Solaire,102.24
Hydraulique,4700.0
Solaire,83.0
Solaire,122.5
Solaire,35.2
Solaire,135.47
Solaire,95.0
Solaire,47.04
Solaire,120.0
Solaire,108.0
Solaire,94.65
Solaire,94.0
Solaire,73.0
Eolien,12000.0
Solaire,43.68
Thermique non renouvelable,1560.0
Solaire,54.8
Solaire,64.78
Solaire,82.8
Solaire,85.0
Solaire,99.0
Solaire,83.0
Eolien,8000.0
Bioénergies,1043.0
Bioénergies,1047.0
Solaire,70.0
Solaire,100.0
Solaire,61.56
Solaire,87.48
Solaire,95.0
Eolien,9600.0
Solaire,108.92
Eolien,6900.0
Solaire,90.0
Solaire,200.0
Solaire,250.0
Solaire,70.0
Thermique non renouvelable,5800.0
Solaire,32.06
Solaire,38.5
Nucléaire,1310000.0
Nucléaire,1310000.0
Stockage non hydraulique,
Thermique non renouvelable,5820.0
Solaire,36.9
Solaire,90.0
Solaire,95.0
Solaire,81.0
Eolien,13800.0
Eolien,12000.0
Eolien,11650.0
Solaire,83.0
Solaire,71.82
Solaire,95.0
Eolien,10000.0
Eolien,10000.0
Solaire,77.15
Solaire,89.0
Hydraulique,400.0
Solaire,83.0
Solaire,95.0
Solaire,43.5
Solaire,82.0
Solaire,86.0
Solaire,95.0
Eolien,10000.0
Stockage non hydraulique,
Thermique non renouvelable,4014.0
Solaire,34.6
Solaire,65.0
Solaire,56.0
Solaire,124.0
Solaire,106.0
Solaire,85.0
Solaire,85.0
Solaire,90.0
Solaire,102.0
Eolien,12300.0
Solaire,90.0
Solaire,92.0
Solaire,56.9
Solaire,7500.0
Solaire,29.95
Solaire,139.22
Solaire,65.1
Solaire,80.0
Solaire,85.0
Solaire,83.0
Solaire,99.9
Solaire,106.31
Solaire,87.36
Solaire,112.82
Bioénergies,1065.0
Solaire,216.0
Solaire,83.0
Eolien,12800.0
Solaire,95.0
Solaire,47.32
Solaire,60.0
Solaire,95.0
Solaire,42.8
Solaire,69.92
Solaire,46.8
Solaire,90.0
Solaire,60.0
Solaire,114.99
Solaire,30.9
Eolien,13200.0
Eolien,6400.0
Eolien,10350.0
Solaire,45.64
Solaire,51.0
Solaire,90.0
Solaire,144.0
Solaire,43.6
Solaire,249.0
Solaire,53.8
Solaire,38.0
Solaire,66.0
Solaire,68.0
Solaire,62.81
Solaire,60.0
Eolien,13350.0
Eolien,13350.0
Eolien,8900.0
Eolien,8400.0
Eolien,13350.0
Solaire,83.0
Eolien,13350.0
Eolien,4450.0
Eolien,12600.0
Eolien,12600.0
Eolien,13350.0
Solaire,34.12
Solaire,78.6
Eolien,12000.0
Solaire,85.0
Solaire,90.0
Solaire,95.0
Solaire,62.14
Solaire,27.24
Solaire,184.26
Thermique non renouvelable,237.0
Solaire,45.0
Solaire,53.66
Thermique non renouvelable,46.0
Thermique non renouvelable,46.0
Solaire,82.8
Solaire,90.0
Solaire,70.0
Solaire,83.0
Solaire,119.0
Stockage non hydraulique,
Solaire,100.0
Solaire,31.6
Solaire,150.0
Hydraulique,323.0
Solaire,57.5
Eolien,12000.0
Eolien,2000.0
Solaire,82.5
Solaire,194.0
Solaire,95.0
Eolien,10000.0
Solaire,95.0
Solaire,90.0
Solaire,95.0
Solaire,99.0
Solaire,83.0
Eolien,10000.0
Solaire,37.71
Eolien,14000.0
Eolien,14000.0
Solaire,63.0
Solaire,90.0
Solaire,82.799
Solaire,90.0
Solaire,90.0
Hydraulique,220.0
Solaire,85.0
Solaire,90.0
Solaire,127.28
Solaire,90.0
Solaire,90.0
Solaire,229.32
Solaire,100.0
Solaire,93.1
Solaire,166.44
Solaire,91.0
Solaire,68.0
Solaire,126.44
Solaire,80.0
Solaire,100.0
Hydraulique,397.0
Solaire,99.0
Solaire,82.0
Solaire,86.0
Solaire,3200.0
Solaire,140.0
Solaire,163.0
Solaire,248.0
Solaire,201.06
Stockage non hydraulique,9500.0
Solaire,6395.0
Solaire,126.0
Solaire,159.19
Solaire,46.87
Solaire,150.0
Solaire,99.96
Solaire,110.0
Solaire,123.34
Hydraulique,54000.0
Solaire,234.0
Solaire,79.62
Hydraulique,4400.0
Solaire,59.35
Solaire,90.0
Solaire,31.59
Solaire,92.0
Solaire,59.0
Hydraulique,500.0
Solaire,94.0
Solaire,98.0
Solaire,99.9
Solaire,99.0
Solaire,99.9
Solaire,99.0
Solaire,75.0
Solaire,97.0
Solaire,100.0
Solaire,132.0
Hydraulique,400.0
Solaire,99.0
Solaire,284.86
Solaire,100.0
Solaire,99.9
Solaire,6960.0
Solaire,52.55
Stockage non hydraulique,
Hydraulique,8000.0
Solaire,105.33
Solaire,202.0
Solaire,125.73
Solaire,55.0
Solaire,37.0
Eolien,2340.0
Solaire,1754.0
Solaire,4000.0
Solaire,90.0
Solaire,162.0
Solaire,166.37
Solaire,76.71
Hydraulique,720.0
Solaire,50.0
Eolien,10400.0
Hydraulique,1110.0
Solaire,100.0
Hydraulique,175.0
Hydraulique,606.0
Solaire,50.0
Hydraulique,785.0
Solaire,68.03
Solaire,53.9
Solaire,37.0
Solaire,99.0
Solaire,99.0
Solaire,79.2
Solaire,90.0
Hydraulique,250.0
Solaire,51.9
Solaire,66.0
Solaire,70.0
Solaire,95.0
Solaire,250.0
Stockage non hydraulique,
Solaire,45.9
Hydraulique,295.0
Solaire,95.0
Solaire,66.0
Hydraulique,494.0
Solaire,26.63
Solaire,2500.0
Solaire,383.81
Solaire,3750.0
Thermique non renouvelable,6820.0
Solaire,81.3
Solaire,289.33
Solaire,67.17
Solaire,60.15
Solaire,2305.0
Solaire,76.0
Solaire,169.89
Solaire,76.0
Solaire,103.0
Solaire,180.0
Solaire,89.76
Autre,3750.0
Solaire,100.0
Hydraulique,250.0
Solaire,192.0
Solaire,159.0
Solaire,92.0
Hydraulique,220.0
Solaire,170.82
Solaire,118.87
Solaire,640.0
Solaire,100.0
Solaire,99.99
Solaire,99.99
Solaire,105.0
Solaire,110.0
Solaire,46.72
Solaire,90.0
Solaire,138.0
Solaire,72.0
Solaire,99.0
Solaire,163.06
Solaire,3000.0
Solaire,183.0
Solaire,184.0
Solaire,88.0
Solaire,95.43
Solaire,120.0
Solaire,238.0
Solaire,66.0
Solaire,92.0
Solaire,93.0
Solaire,201.0
Solaire,692.0
Solaire,28.98
Solaire,90.0
Solaire,99.0
Eolien,4000.0
Solaire,99.0
Solaire,238.0
Solaire,161.27
Solaire,80.68
Solaire,70.8
Solaire,113.46
Solaire,93.0
Solaire,231.0
Solaire,71.78
Solaire,161.1
Solaire,36.3
Solaire,90.0
Solaire,116.29
Solaire,106.0
Solaire,90.0
Solaire,90.0
Solaire,106.0
Solaire,90.0
Solaire,80.0
Solaire,56.14
Solaire,166.49
